income,debt,age,loan_amount,payment_history,credit_score,credit_utilization,num_credit_lines,late_payments,employment_length,default
47197.39,9410.37,28,11453.01,2,797.6,0.426,4,0,10,0
41695.02,4516.62,49,10273.01,6,646.4,0.2617,3,0,21,0
17919.0,9343.31,55,3299.72,4,634.2,0.327,8,3,17,1
11440.88,6300.65,46,11549.37,7,701.3,0.5278,5,1,5,0
37315.97,3989.32,63,11821.07,5,696.9,0.4862,5,0,22,0
28684.49,7654.31,69,17104.82,4,685.1,0.4111,7,0,8,0
45692.66,6419.12,65,28880.61,5,623.3,0.0466,7,0,19,1
51584.52,20103.53,25,2935.0,10,795.9,0.3822,8,1,19,1
38914.44,20348.54,64,6418.33,3,671.0,0.5709,7,0,7,0
53107.13,7095.99,37,5190.78,3,814.1,0.1394,6,1,1,0
40725.34,11134.9,43,8986.73,1,701.0,0.1369,7,2,28,0
47336.28,3638.15,41,8168.5,8,751.9,0.2754,4,0,22,0
25531.38,9451.81,34,7041.32,7,744.6,0.1939,5,3,0,0
33196.32,17664.06,63,15011.36,7,634.1,0.4974,4,1,5,0
40070.19,23800.37,52,4184.54,1,729.4,0.116,5,0,16,0
54735.31,8110.11,68,4338.69,8,850.0,0.1448,4,0,26,0
29825.81,27897.67,67,4382.9,9,720.1,0.0483,1,1,6,0
47126.16,4624.0,41,6527.66,10,772.1,0.2167,4,1,15,0
31795.52,5578.42,56,3877.11,10,755.5,0.1219,5,1,21,0
34242.71,21955.29,45,7870.34,3,724.6,0.1838,6,2,26,0
54981.91,43035.68,45,7337.15,8,714.9,0.2684,4,1,16,0
13406.16,18871.39,57,5054.79,5,743.8,0.6269,8,0,12,1
18991.82,12987.73,54,13687.79,6,761.1,0.3252,9,0,5,0
17307.71,2873.75,65,7818.9,4,591.8,0.2696,3,3,16,1
11307.17,3243.11,58,15330.33,7,719.8,0.2881,3,0,15,1
25870.74,14626.45,51,7208.17,10,685.3,0.5021,13,0,26,0
52823.79,10397.87,66,7986.3,7,668.7,0.4432,5,1,15,1
31494.18,6160.51,26,5780.99,10,803.7,0.5368,4,0,23,0
40090.51,13986.85,58,8068.9,10,641.3,0.1788,5,2,12,1
62605.52,14480.99,40,12423.42,2,588.4,0.2083,2,0,14,0
70533.5,25876.52,42,6330.91,10,763.7,0.146,1,1,1,0
35081.56,14700.28,59,11059.52,9,586.4,0.2156,2,0,14,0
71452.84,31567.27,34,4975.85,5,545.8,0.1954,4,0,6,0
38027.44,13434.7,64,12777.36,7,772.7,0.3946,8,0,9,0
23892.05,12323.53,45,5721.9,7,712.7,0.0728,9,1,29,0
26978.62,28142.0,38,13507.6,8,737.8,0.2807,6,1,20,1
17321.98,6735.12,37,8405.03,9,664.6,0.2656,4,1,5,0
23293.58,95809.13,41,20182.52,2,589.2,0.398,5,1,16,1
30363.35,17373.13,67,4054.41,1,605.1,0.187,3,2,13,0
54273.56,17441.03,26,3341.9,3,678.2,0.4502,4,0,22,0
85852.41,19294.34,45,5598.59,6,598.2,0.2292,9,0,8,0
18195.13,49711.7,61,3530.64,9,724.6,0.2018,7,1,19,1
44197.07,23266.16,44,3534.61,7,663.0,0.1872,4,0,22,0
21584.44,4343.61,48,11765.54,2,714.8,0.1088,3,1,21,0
46043.81,35682.99,38,8082.79,8,712.4,0.0882,5,0,17,0
34011.59,10523.57,27,6076.54,5,730.9,0.4448,5,1,0,1
14538.38,14400.36,52,6424.17,4,740.0,0.1227,5,0,21,0
57765.59,5456.28,66,5662.71,8,672.5,0.0731,3,0,28,0
26836.0,19309.29,46,21812.13,3,714.7,0.3052,5,1,19,1
27807.19,8467.9,42,5211.88,7,718.9,0.3606,6,0,17,0
21271.51,14330.12,27,3665.5,2,505.7,0.1391,7,2,15,0
26182.81,10950.39,67,13064.19,4,751.7,0.2643,5,2,2,1
44978.74,51405.94,63,7119.17,6,712.0,0.2671,4,2,28,1
33036.82,53507.77,65,27536.4,7,745.1,0.5413,5,1,11,0
42801.61,13801.87,38,5909.26,10,597.1,0.3891,7,1,21,1
43519.35,13971.63,51,13461.52,3,674.7,0.5747,6,2,16,0
70286.2,10286.52,42,15511.21,9,612.7,0.1756,1,1,20,0
30595.46,28975.46,32,5926.56,9,759.6,0.4693,5,1,2,1
17353.87,10612.16,31,5188.75,4,587.6,0.2718,6,1,20,0
61920.79,9947.37,39,12642.51,2,625.7,0.3249,4,0,16,0
30768.78,26503.05,48,11440.73,3,742.7,0.0459,7,0,14,0
63404.89,9165.4,26,3475.99,7,649.7,0.3303,2,1,22,0
43988.72,13011.27,55,4117.24,8,625.7,0.1228,3,0,19,0
34010.73,4416.41,43,1768.95,7,772.5,0.0884,7,0,22,0
43234.24,21871.36,64,11582.29,8,775.8,0.0921,1,0,18,0
96327.23,51979.61,34,6925.07,2,757.8,0.0979,7,1,23,0
102589.44,22133.73,23,7351.87,6,767.9,0.3473,9,1,26,0
37597.41,37170.08,36,2936.97,9,681.5,0.4762,4,2,24,1
39343.86,7388.86,68,4192.86,4,683.6,0.4829,1,0,29,0
62200.61,15763.1,36,6082.83,9,648.2,0.1728,3,0,16,0
23793.54,6903.53,55,5413.25,2,713.4,0.1848,5,1,14,1
42896.06,11390.83,62,8696.72,10,657.8,0.1039,8,0,2,0
35848.91,22937.95,34,11499.75,8,665.4,0.3586,6,0,18,1
42487.03,14346.69,52,31627.03,7,748.0,0.2598,2,0,20,0
23940.23,4969.88,31,8006.35,7,794.8,0.5231,4,0,8,1
16402.95,5321.34,38,15823.34,10,731.9,0.309,4,0,1,1
12881.0,5080.6,35,4924.69,4,843.5,0.1238,6,0,25,0
20770.89,18845.26,53,2966.19,2,643.6,0.6426,5,1,3,1
28873.01,56654.47,63,6559.17,10,553.0,0.5079,4,1,21,0
31363.63,34673.15,33,3106.86,2,757.2,0.4682,3,1,29,0
95665.75,3543.29,35,8174.74,7,638.3,0.558,6,1,27,0
63132.86,36125.46,61,5073.2,3,678.1,0.1008,3,0,6,0
22447.95,25731.73,43,2508.49,10,558.4,0.4197,6,0,18,0
43211.17,4529.15,46,22962.44,10,628.1,0.5452,1,1,28,0
29627.58,10804.94,55,5869.14,5,579.8,0.2439,1,1,21,0
31502.37,28763.59,27,3033.37,6,665.3,0.4067,4,1,8,0
39841.44,19639.6,63,13889.7,5,668.4,0.1679,6,1,2,0
49492.95,5343.49,38,5233.48,5,707.2,0.4431,4,0,15,0
30649.47,20486.46,53,15585.55,10,799.2,0.5696,3,1,18,0
61816.51,2992.16,42,5218.49,3,754.2,0.2235,5,0,5,0
20517.45,11430.32,57,5857.4,10,570.2,0.1314,4,2,11,1
36430.79,29630.8,50,9965.65,7,748.6,0.0969,3,1,12,0
133097.45,13532.86,29,11567.23,10,708.9,0.372,2,1,15,0
40600.67,9421.44,30,12849.89,7,692.2,0.1281,4,1,1,0
74355.08,24897.99,63,7678.31,9,698.2,0.321,3,0,9,0
38015.91,26431.88,46,11127.45,5,716.4,0.145,7,1,25,1
48551.9,33423.94,34,12674.88,5,644.6,0.3984,7,1,8,1
35298.95,24637.86,28,9139.32,3,685.4,0.2839,4,0,24,0
33349.44,28480.14,27,7438.36,3,794.7,0.2819,4,1,24,0
24594.02,22315.48,66,3404.4,1,643.7,0.0391,6,1,25,0
45032.99,16088.66,68,11608.63,4,617.6,0.2325,3,1,16,0
23723.74,14223.58,40,8310.74,10,695.1,0.3844,5,0,10,0
50654.97,11315.38,30,6322.25,10,609.6,0.2111,6,2,7,0
62482.61,5717.82,41,17442.41,7,562.2,0.2388,6,1,16,0
43619.77,6845.06,27,3440.25,4,672.4,0.093,2,1,23,0
31472.7,10966.38,47,21729.41,6,815.9,0.3625,6,2,24,0
45568.99,15819.78,51,7995.51,8,696.9,0.2511,4,0,2,0
31121.79,36628.02,69,9803.66,1,714.3,0.0668,8,1,27,0
57975.37,12974.51,36,6393.09,10,529.6,0.2549,5,0,8,0
14534.74,26968.73,30,2980.23,9,735.1,0.3306,6,1,7,0
30705.48,28439.12,27,7451.97,10,707.5,0.2379,4,2,10,0
13421.24,11361.52,39,9905.51,1,646.8,0.2236,1,0,10,1
17196.64,20257.56,50,12157.91,10,714.4,0.3191,2,1,5,1
71820.92,11265.84,24,7195.28,7,713.6,0.1783,4,1,9,0
56817.09,33708.16,58,2174.33,6,615.2,0.3071,5,0,25,0
25343.05,20849.61,43,3213.14,2,726.5,0.5275,4,1,0,0
17132.77,5806.08,59,27756.12,5,795.8,0.3464,3,0,20,0
8248.08,14958.98,43,4206.89,4,681.8,0.1814,5,1,26,0
27674.1,42348.09,28,19076.83,10,630.6,0.2518,5,0,20,1
121808.75,11767.99,22,4626.46,4,685.8,0.2393,8,0,14,0
45136.3,18277.03,48,7262.84,3,768.4,0.3153,8,0,17,0
27452.54,19577.09,47,11791.39,10,601.9,0.0924,1,0,16,0
45822.94,6466.33,60,4953.67,2,746.3,0.1397,3,0,11,0
16639.27,19100.99,63,21064.18,10,645.8,0.2357,10,1,25,0
31298.9,5035.74,28,8479.76,10,719.4,0.5791,6,0,19,0
38167.47,8621.92,36,10684.08,4,654.9,0.2052,6,2,1,0
34785.28,28367.69,31,6901.1,7,654.6,0.5807,10,3,22,1
53927.89,17149.59,26,12030.88,8,821.8,0.2594,2,2,7,0
43145.03,10795.29,21,20895.22,6,587.3,0.0845,4,1,16,1
50724.43,18261.0,25,7489.28,7,738.8,0.3086,4,2,5,0
25740.32,12809.41,46,22875.64,2,838.5,0.3537,2,0,14,0
56891.87,13477.88,28,5614.13,6,754.8,0.3238,4,2,4,1
81999.5,21157.99,30,12816.1,6,593.5,0.2045,3,1,6,1
22357.68,8029.22,26,10866.81,6,597.5,0.1934,5,1,26,0
23298.68,13742.32,56,4267.79,10,639.9,0.2719,4,0,2,0
70819.68,10736.58,52,9212.22,9,712.6,0.0458,4,0,9,0
33002.15,4403.16,68,8138.98,7,718.1,0.1385,4,1,1,0
73270.31,7014.12,26,4856.56,5,598.3,0.5022,7,1,5,1
29106.95,40044.42,31,10044.71,5,630.2,0.2533,6,1,21,1
75171.15,17488.63,43,8846.47,1,635.1,0.3224,6,0,16,0
38783.22,5289.55,52,7757.75,6,685.5,0.2263,7,1,10,0
41320.52,4544.86,27,7776.44,3,850.0,0.0428,5,1,2,0
79408.37,12350.91,31,7677.07,9,625.3,0.169,6,2,21,0
30306.42,39848.12,41,6498.85,8,621.8,0.4901,8,2,7,1
22684.54,11722.55,21,8812.27,10,609.3,0.0636,4,1,15,0
29019.34,33352.89,40,5506.32,10,750.8,0.7107,5,0,3,0
45531.83,17091.76,58,39898.17,5,696.7,0.4331,1,1,13,0
16599.38,18580.64,46,3478.65,5,628.3,0.3248,6,0,26,0
49947.89,5244.82,42,5705.34,7,671.0,0.3735,5,0,18,0
27739.55,25751.96,44,5982.27,5,636.7,0.2451,5,1,14,0
64466.84,10567.6,67,27564.83,3,723.7,0.529,7,1,5,0
10969.45,24444.6,46,3669.9,8,850.0,0.4147,5,1,7,1
24507.07,7555.88,47,10462.51,5,744.1,0.0493,4,0,29,0
15627.16,15122.43,66,9405.37,10,692.6,0.2019,5,0,28,0
24025.84,17092.62,28,9898.73,3,646.8,0.243,5,0,9,0
41102.86,11994.18,25,17014.24,5,592.5,0.2292,2,0,19,1
33202.71,17732.98,43,16806.11,6,758.7,0.4831,3,0,23,1
31994.24,11086.93,36,6182.18,10,754.3,0.1406,1,1,12,0
33537.1,8481.63,30,9103.47,6,662.7,0.1287,6,0,7,0
40202.89,41103.08,26,2647.94,1,797.1,0.5328,6,1,10,1
21932.66,27841.05,64,8599.47,4,701.7,0.1301,4,2,14,1
51710.95,7843.14,51,5032.17,9,762.0,0.2286,4,1,10,0
50581.09,19888.78,54,7245.75,3,723.7,0.1108,5,1,14,0
44025.27,7943.62,26,2947.69,4,685.8,0.3624,6,3,4,1
47966.91,5829.7,37,10331.2,2,623.6,0.3254,3,2,9,1
42117.1,27547.49,51,2927.95,8,688.4,0.1625,4,0,5,0
100462.18,4052.67,46,8857.07,2,767.4,0.2037,4,1,10,0
34768.01,25560.39,55,3881.96,4,659.3,0.2153,11,0,8,0
31146.54,11193.57,53,4866.91,8,735.2,0.2187,7,2,13,0
24915.27,11520.89,41,16201.18,9,613.4,0.396,4,3,29,1
21674.0,17797.72,59,11530.5,3,762.4,0.1134,4,2,25,0
19492.09,20067.14,33,16147.52,4,725.0,0.3213,4,0,18,0
23285.85,7491.77,24,20657.55,2,603.8,0.0198,9,0,15,0
35054.52,22079.57,65,5096.44,5,682.1,0.3835,4,0,9,0
42922.33,14463.15,22,19918.08,10,774.5,0.25,4,0,2,0
37256.1,5545.61,34,3363.36,4,599.3,0.0654,11,1,18,0
24766.13,11861.91,26,12678.47,3,614.3,0.2154,3,0,6,0
56959.3,35132.97,32,6026.96,4,694.4,0.1999,4,1,1,0
52559.77,43200.89,40,4636.99,9,850.0,0.2891,2,1,29,0
33529.33,22073.74,27,11715.66,6,646.2,0.0221,7,1,6,1
26200.71,5806.65,43,14285.08,7,739.6,0.5013,4,0,2,0
47772.91,18834.11,66,14032.92,8,720.8,0.1561,3,1,17,0
39894.22,24236.2,27,9218.02,8,652.8,0.0732,5,1,19,0
17604.97,22203.29,66,8770.72,6,712.9,0.1905,3,0,8,0
35101.88,23143.47,41,11115.77,6,664.2,0.1982,4,0,6,0
41399.24,17227.88,50,9723.09,6,671.4,0.1427,6,1,4,0
23159.32,12699.42,42,11212.83,2,567.1,0.1404,5,0,12,1
39931.54,8726.7,36,9158.15,5,698.0,0.0435,7,1,12,0
17546.13,3538.45,26,13435.7,9,771.9,0.3344,8,0,10,0
70833.91,16945.36,50,3052.38,1,704.6,0.0614,6,0,27,0
67776.78,15218.04,65,7489.34,9,787.2,0.1872,3,2,29,0
32008.01,19738.04,46,3532.26,6,746.4,0.4534,4,2,26,0
43552.71,5238.13,50,9566.49,4,695.2,0.1315,6,0,16,0
10883.89,20983.92,52,21701.97,2,649.8,0.3115,5,3,28,1
20370.16,56284.9,40,6096.98,8,661.1,0.1775,3,1,7,1
31354.42,14113.9,26,8746.0,1,582.4,0.3499,5,0,22,0
21246.2,12795.31,45,12757.72,6,678.6,0.352,6,2,18,1
51906.44,16585.79,63,2343.42,2,711.7,0.3647,8,0,18,0
98582.42,55416.68,36,5923.8,10,837.2,0.4787,6,0,2,0
20164.78,6525.33,63,10084.04,2,742.3,0.1301,3,0,4,0
23891.27,15401.88,62,1424.82,9,630.8,0.213,5,0,27,0
40852.54,7633.03,32,4509.38,6,584.9,0.3369,8,0,8,1
81272.1,9109.71,49,15685.86,1,683.5,0.0717,6,2,10,0
19708.65,12903.92,57,14791.35,8,764.9,0.2048,11,0,20,1
41131.03,34307.74,45,10143.53,9,682.4,0.1378,3,2,26,0
90278.03,47131.34,55,13757.21,3,743.4,0.6512,9,1,11,0
15900.73,18282.5,65,9219.38,10,685.5,0.6846,8,0,24,0
19138.66,10263.85,51,11307.67,8,757.4,0.0965,1,0,18,0
29383.74,76490.15,62,6704.99,8,572.2,0.4035,3,3,5,1
27992.89,9904.18,60,8686.17,4,828.3,0.192,6,0,16,0
54518.79,8957.13,60,5544.59,2,611.0,0.5091,7,0,28,0
40979.61,3856.59,62,17293.57,5,763.5,0.3058,5,0,29,0
14950.78,35499.15,32,20189.86,9,678.2,0.28,5,2,29,1
46990.71,26311.78,21,18544.86,6,690.7,0.2295,6,1,2,0
27207.03,72581.39,28,6343.18,7,680.7,0.1381,5,0,24,0
68680.71,5050.96,33,4572.14,8,720.4,0.2899,2,0,14,0
26534.64,37075.79,54,17434.11,4,736.6,0.4764,5,1,13,1
26415.13,14031.99,45,11230.0,1,784.7,0.2125,8,0,12,0
47598.94,23488.59,43,9868.97,9,812.6,0.3664,2,0,20,0
53181.36,4215.64,21,5540.39,7,726.5,0.529,5,1,15,0
45435.53,37333.91,54,10460.88,6,837.1,0.5737,5,2,2,1
15633.97,23168.8,38,4225.25,6,707.4,0.2679,6,0,11,1
47525.29,13000.76,58,11854.2,9,786.2,0.1018,8,0,27,0
21651.85,20985.33,26,18533.44,8,734.3,0.5801,3,0,4,1
40849.02,7817.76,35,21560.7,7,656.1,0.313,4,2,6,0
17821.0,8905.21,23,12395.82,8,714.5,0.205,3,0,3,0
45395.17,9658.45,34,3536.13,3,740.3,0.1807,9,0,21,0
24262.82,3652.22,66,9121.58,8,697.4,0.0477,6,1,24,0
19123.68,24421.79,45,29255.1,10,733.0,0.3818,7,1,24,0
51891.49,30764.46,42,4811.83,3,769.2,0.1543,2,0,2,0
40979.3,8176.82,34,7820.4,6,698.1,0.1972,5,2,29,0
26715.83,17047.21,33,18922.64,7,464.5,0.2532,7,1,26,1
75025.96,11093.58,53,11734.4,6,834.3,0.5871,5,1,24,1
29134.37,16811.05,69,35885.69,10,676.2,0.3811,5,2,25,0
36903.21,8610.14,57,5220.13,5,634.1,0.3825,3,1,24,0
41541.85,7198.32,57,4474.48,3,610.1,0.3942,5,0,1,0
26639.94,27901.97,44,16889.97,2,673.1,0.2669,4,0,21,0
45961.9,12775.58,25,3953.96,9,655.0,0.1055,4,2,27,0
27813.42,55021.33,56,7200.74,7,641.0,0.1649,4,1,17,0
29560.1,13799.9,60,7790.12,6,645.4,0.4644,4,1,27,0
71777.14,6986.57,46,15087.07,5,742.4,0.2784,4,0,1,0
21583.99,31535.17,25,11714.24,5,850.0,0.1732,4,2,17,1
10868.35,20776.13,55,10659.84,10,765.6,0.6108,6,1,29,1
81264.82,22221.4,66,6364.82,7,789.8,0.3943,4,0,16,0
129918.68,30743.09,32,16797.79,10,669.8,0.3539,4,1,13,0
29654.39,8459.48,28,90716.49,9,708.4,0.2965,4,1,8,0
13788.37,12221.14,57,12268.24,8,734.1,0.1936,3,0,23,0
31093.62,11848.84,37,8602.46,6,647.2,0.2967,4,0,28,0
31473.1,5412.56,56,3719.27,3,665.9,0.2325,6,0,11,0
33025.59,11108.73,55,5527.61,7,768.4,0.234,2,2,14,0
20812.44,34045.92,34,7127.91,8,787.2,0.05,5,1,13,0
48522.39,15774.29,23,5879.58,6,705.4,0.4586,3,1,18,1
47204.93,5206.99,48,8025.29,1,604.4,0.3388,5,0,13,0
17202.28,4495.86,40,23548.32,10,676.4,0.3134,4,1,21,1
51513.46,42844.96,62,17125.09,9,584.7,0.3579,5,2,29,0
101350.74,12541.23,38,7366.52,4,706.0,0.6039,2,0,9,0
39576.08,8491.43,33,3924.65,5,720.4,0.2268,6,0,6,0
30679.12,11028.14,63,18077.45,2,678.3,0.1174,8,5,16,1
33826.45,4749.93,57,7868.06,10,719.3,0.4514,9,1,15,0
49396.18,36176.56,51,2875.84,3,733.4,0.266,10,4,12,1
15285.56,10146.29,67,12424.9,4,720.5,0.2704,12,0,4,0
39426.57,34793.33,59,14994.1,5,603.9,0.0625,4,1,3,0
29874.72,13851.6,63,1890.23,3,679.7,0.388,7,1,14,1
91483.37,36339.93,60,4940.72,7,732.8,0.2077,6,0,21,0
33286.71,15989.48,40,7583.48,10,826.3,0.4576,4,0,16,0
83612.12,24276.47,24,12590.61,9,678.2,0.2398,2,2,23,0
20913.07,22100.71,50,5946.46,6,744.1,0.3145,7,0,4,0
48709.51,20667.21,58,4918.28,2,770.3,0.1055,6,0,28,0
42603.86,17044.01,69,12535.27,9,684.3,0.1535,5,0,20,0
23516.94,11350.36,54,6118.1,3,791.9,0.4848,5,0,19,0
39683.79,51062.43,48,11217.53,10,796.2,0.2714,7,0,24,0
66586.65,7080.81,49,4159.25,4,810.4,0.3944,5,0,28,0
30887.42,13400.07,26,3599.68,6,736.7,0.0631,5,0,24,0
15584.29,13499.66,21,12748.41,5,850.0,0.251,6,0,14,0
35998.0,17706.88,23,9428.69,5,650.8,0.2573,4,1,21,0
23127.75,9890.89,65,14093.56,2,850.0,0.1369,8,2,12,0
30602.27,16652.61,59,5886.66,6,761.5,0.1787,3,1,4,0
34863.86,11870.48,33,5028.8,5,807.2,0.1108,5,0,29,0
15477.98,4414.43,41,18332.51,9,674.4,0.2532,8,0,18,0
16190.35,13449.36,44,3249.4,5,767.6,0.2525,9,2,23,1
46213.79,6183.28,33,17169.27,10,814.2,0.2238,7,1,20,0
27963.09,3967.65,41,17895.47,3,613.0,0.2884,4,1,10,0
10073.14,14703.07,38,13575.93,4,686.9,0.1451,4,1,22,0
53767.37,18798.24,55,5363.2,1,528.7,0.3572,9,1,9,0
41613.71,19315.99,58,4964.59,8,685.7,0.2008,6,1,21,0
25414.18,19871.06,25,7143.56,1,634.7,0.1642,6,1,24,0
18799.49,3453.65,43,3725.57,3,682.6,0.3112,3,0,18,0
55155.07,5152.76,69,4550.46,10,850.0,0.2802,7,1,14,0
43246.66,53181.45,63,11930.35,7,837.4,0.4506,3,0,21,0
119527.43,6418.59,59,11963.43,6,584.8,0.255,3,0,2,0
44805.86,20487.88,57,4316.74,9,744.5,0.2141,3,1,25,0
44083.97,8259.7,21,12157.15,8,763.9,0.0819,6,0,15,0
33407.51,14125.98,68,10642.19,9,673.0,0.1914,4,0,17,0
54632.7,8575.99,57,20048.94,7,714.3,0.4839,8,2,6,1
49639.52,19792.9,64,11401.29,5,722.1,0.275,9,0,4,0
67904.83,14702.05,65,15292.97,2,592.3,0.2883,3,1,10,0
27982.61,9761.46,33,10788.61,4,617.5,0.3348,4,0,24,0
29210.87,6405.29,21,14588.04,8,713.8,0.2489,8,0,0,0
28579.6,16113.97,53,3743.33,3,708.0,0.3027,2,2,19,0
53927.77,5716.41,43,7532.28,7,643.3,0.0687,7,0,29,0
76817.46,18019.99,22,7915.75,2,636.4,0.1506,3,0,20,0
28870.62,83997.26,34,7000.59,1,692.8,0.2015,3,0,8,0
29366.6,34376.18,69,10575.89,4,770.9,0.5756,4,1,8,0
42490.62,22089.19,38,11856.46,3,693.9,0.2146,4,2,10,0
32116.31,12582.66,33,10253.29,9,829.8,0.1817,6,0,4,0
58455.84,3438.78,53,7286.9,4,644.3,0.2481,7,0,17,0
11779.45,5294.37,53,5211.18,5,715.4,0.2869,5,1,23,1
24020.13,32792.5,37,15651.34,5,671.7,0.3763,5,1,15,1
24557.97,7686.12,62,9994.99,4,747.0,0.1917,6,0,1,0
11382.38,8188.81,49,4397.68,10,637.5,0.2384,5,0,25,0
22430.59,11897.04,28,7214.06,8,850.0,0.0857,6,0,12,0
22980.97,6352.27,36,2847.0,2,564.8,0.2795,8,3,15,1
32841.48,5660.47,62,8276.89,3,837.2,0.2819,5,0,15,0
63353.34,12895.94,25,7193.78,1,707.2,0.1519,4,1,19,0
32127.57,7157.6,21,5740.6,3,744.2,0.223,2,2,0,0
21689.71,7952.86,53,20968.15,7,806.8,0.5197,7,1,7,0
35295.92,7732.34,42,4049.33,10,768.6,0.1297,2,1,17,0
61364.5,19257.43,33,12379.98,5,641.6,0.3688,4,2,11,0
22292.83,11356.12,44,30092.31,1,748.0,0.3035,6,1,3,0
23033.68,11789.91,29,15465.4,1,849.4,0.5635,3,1,27,1
48015.28,20289.57,39,7951.19,5,629.0,0.2867,5,2,7,0
32507.69,12095.3,32,4103.35,3,850.0,0.0807,4,0,6,0
50198.6,10995.29,49,3578.73,6,730.9,0.4789,2,1,29,0
36068.55,18570.23,54,6330.09,2,665.3,0.3384,5,0,6,1
51577.04,21327.2,65,5365.79,3,628.5,0.4406,4,1,16,0
21643.51,12052.76,24,5262.03,6,682.1,0.202,1,1,15,1
36096.73,14135.23,37,6662.25,3,543.6,0.1542,2,0,29,0
32684.46,7729.09,33,7620.92,4,666.8,0.6439,3,0,28,1
19772.64,7313.83,49,10841.4,3,679.0,0.2615,4,1,14,0
16618.32,22888.81,47,3855.76,1,614.0,0.7877,3,2,1,1
51168.25,18241.59,63,5381.13,4,759.8,0.2069,6,0,24,0
30470.79,18374.31,66,7362.81,4,682.5,0.3815,1,1,19,0
21782.45,16262.19,58,7206.29,9,649.1,0.3061,5,1,1,0
34610.44,13798.87,30,24388.19,9,674.0,0.2598,9,0,4,0
63831.97,21752.59,22,9314.69,5,728.4,0.1494,3,2,8,0
11610.1,25708.48,65,3077.42,3,705.9,0.1377,8,1,25,0
17183.08,25282.29,67,10414.03,5,643.9,0.4029,5,0,8,0
22892.32,12449.75,33,11241.84,7,710.1,0.5157,4,0,26,1
75402.03,35273.77,23,7517.01,4,695.9,0.2769,2,2,2,0
41826.84,15676.57,54,3912.62,8,608.8,0.3237,2,1,15,0
53298.24,20799.07,49,23267.97,10,676.9,0.4631,11,0,28,0
20535.69,16276.24,64,4264.45,5,746.3,0.1478,5,0,19,0
20748.56,15881.41,49,12045.7,2,745.8,0.6461,2,0,15,1
45429.04,7982.23,58,9136.48,2,681.6,0.5706,7,2,11,0
37389.2,21827.93,59,11620.04,9,754.1,0.5173,5,0,17,0
47780.33,97900.42,21,22564.08,5,621.6,0.0835,3,1,7,0
33062.81,10276.79,28,11350.12,4,624.1,0.2581,5,1,15,0
41734.02,14040.43,59,5795.29,7,679.9,0.234,5,0,1,0
39303.13,9775.71,29,15734.25,10,819.8,0.0407,7,0,7,0
53577.46,9493.72,31,5548.82,5,713.1,0.0623,4,1,21,0
54366.54,39383.99,57,8938.6,4,678.0,0.1216,6,0,27,0
16156.28,8340.85,31,3729.95,9,823.5,0.2131,7,0,12,0
11806.03,9586.81,28,4359.15,1,677.0,0.2038,3,2,20,1
59926.42,4397.34,21,8356.81,9,850.0,0.5379,7,1,13,0
65766.28,7861.02,44,10105.67,6,659.1,0.0246,7,0,3,0
21800.51,4040.49,52,2917.74,1,619.1,0.492,3,0,28,0
14329.6,20790.75,56,10920.23,3,686.7,0.0898,4,0,13,0
38159.02,94824.97,65,4955.94,7,680.1,0.1678,4,1,3,1
57839.03,10335.34,52,17462.53,8,635.4,0.4126,4,2,0,1
89214.36,4160.0,58,6560.5,2,850.0,0.1437,7,1,6,0
47011.56,25084.36,31,4129.15,7,725.5,0.1104,4,1,20,0
30156.07,8031.71,37,8480.14,10,737.1,0.1453,10,2,9,1
23235.46,33174.7,35,4676.28,7,663.0,0.2102,7,1,15,0
36524.03,10966.27,24,17350.33,8,653.8,0.3495,4,1,4,0
31268.54,8584.63,68,8105.66,2,782.0,0.4503,4,0,27,0
21861.14,11794.98,32,7398.21,7,565.9,0.1306,5,0,29,0
101151.82,22707.35,42,11557.39,8,608.6,0.4558,8,1,28,1
88661.78,11393.58,38,4433.89,2,680.2,0.3156,3,0,18,0
64088.76,9436.05,23,3738.75,4,808.1,0.0646,6,1,2,0
22915.64,11623.89,65,10352.79,9,670.0,0.2483,3,0,3,0
55687.43,5484.61,31,4188.92,10,733.3,0.4395,5,2,2,0
50001.75,17639.96,25,4188.06,2,702.2,0.3436,8,1,14,0
45309.54,3824.91,37,13387.19,8,803.7,0.4398,7,1,26,0
67834.94,9789.98,28,11103.75,6,573.2,0.2978,6,0,23,0
49895.47,22732.93,69,3818.84,6,758.9,0.5547,6,0,15,1
52575.58,16516.81,30,5588.79,6,684.1,0.1745,4,2,22,0
49933.79,20195.69,35,4711.5,9,774.0,0.317,4,1,14,0
43061.98,12765.07,34,23524.36,5,634.5,0.3936,4,2,18,0
14886.27,30297.56,22,13955.18,6,702.0,0.5664,2,2,17,1
37866.06,25521.83,21,6294.89,7,691.8,0.1711,6,3,18,1
27498.98,18256.91,46,11449.68,6,619.8,0.112,8,0,13,0
19150.41,25572.74,32,3591.37,9,597.6,0.3401,4,0,22,0
84196.47,22590.77,25,5412.21,3,653.6,0.0934,7,1,18,0
86206.23,9821.96,35,8629.29,10,710.4,0.0448,4,1,8,0
71654.43,5214.88,34,10628.97,7,639.4,0.1824,5,2,28,0
41258.26,17930.41,41,7642.84,10,673.6,0.4053,9,0,14,0
71347.14,19579.97,69,9403.23,4,549.1,0.0855,4,2,18,1
36535.02,28662.08,36,8493.04,5,670.3,0.2101,8,0,15,0
